student_id,full_name,date_of_birth,grade_level,emergency_contact,age,attendance_rate,hw_done_rate,avg_score,stress_level_x,anxiety_score_x,depression_score_x,sentiment_score_x,sleep_hours_x,msg_count,last_contact,stress_level_y,anxiety_score_y,depression_score_y,sentiment_score_y,sleep_hours_y
S06833,Janet Rogers,2012-07-30,Grade 2,5485453994,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06834,Javier Young,2008-01-24,Grade 2,700.360.5278,17.0,0.0,0.0,87.0,,,,,,,,,,,,
S06835,Greg Huerta,2007-09-19,Grade 5,298.917.8426,18.0,0.0,0.0,77.0,,,,,,,,,,,,
S06836,Joel Hall,2016-02-12,Grade 1,+1-906-874-6196x849,9.0,0.0,1.0,68.0,,,,,,,,,,,,
S06837,Lauren Sanders,2010-06-28,Grade 5,268-705-8332,15.0,1.0,1.0,73.0,,,,,,,,,,,,
S06838,Elizabeth Thomas,2009-03-14,Grade 5,3086510722,16.0,0.0,1.0,83.0,,,,,,,,,,,,
S06839,Andrew Guerrero,2011-03-06,Grade 1,+1-266-827-5970x5330,14.0,0.0,1.0,44.0,,,,,,,,,,,,
S06840,Michael White,2014-04-22,Grade 3,(297)317-9362,11.0,1.0,1.0,92.0,,,,,,,,,,,,
S06841,Kenneth Mills,2006-10-11,Grade 4,(211)863-3391,19.0,0.0,1.0,75.0,,,,,,,,,,,,
S06842,Sarah Richards,2016-06-23,Grade 4,3499255711,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S06843,Rebecca Flynn,2019-01-13,Grade 2,558-419-6040,6.0,0.0,1.0,96.0,,,,,,,,,,,,
S06844,Jamie Jones,2013-06-09,Grade 4,924-460-2661x249,12.0,0.0,0.0,64.0,,,,,,,,,,,,
S06845,adrienne ball,2014-01-06,Grade 5,(318)768-6368,11.0,0.0,1.0,80.0,,,,,,,,,,,,
S06846,Gina Williams,2017-08-16,Grade 4,972-777-9037x30689,8.0,1.0,0.0,87.0,,,,,,,,,,,,
S06847,Charles Graves,,Grade 1,001-724-419-9968x5698,13.0,0.0,1.0,49.0,,,,,,,,,,,,
S06848,Theodore Mcmahon,2007-01-25,Grade 5,7718426331,18.0,1.0,0.0,98.0,,,,,,,,,,,,
S06849,Paul Ellis,2006-08-24,Grade 3,558.440.3130,19.0,0.0,0.0,76.0,,,,,,,,,,,,
S06850,David Franklin Jr.,2012-01-13,Grade 5,001-459-617-6966x773,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06851,Charles Sutton,2007-02-14,Grade 1,290.603.0613,18.0,0.0,1.0,55.0,,,,,,,,,,,,
S06852,Allison White,2014-05-20,Grade 4,(469)248-2654x63023,11.0,0.0,1.0,95.0,,,,,,,,,,,,
S06853,Pamela Nguyen,2018-05-10,Grade 5,7546004104,7.0,1.0,0.0,78.0,,,,,,,,,,,,
S06854,Matthew Cruz,2015-11-27,Grade 5,874-474-6267,9.0,0.0,0.0,93.0,,,,,,,,,,,,
S06855,brittney andersen,2017-07-21,Grade 2,887.447.8043x393,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S06856,Cassandra Quinn,2014-03-11,Grade 3,(326)290-3602x391,11.0,0.0,0.0,69.0,,,,,,,,,,,,
S06857,Melissa Thomas,2018-10-03,Grade 5,001-411-787-7280x83093,7.0,0.0,1.0,60.0,,,,,,,,,,,,
S06858,Matthew Koch,2014-12-26,Grade 5,8538696306,10.0,0.0,0.0,97.0,,,,,,,,,,,,
S06859,Heather Smith,2011-04-10,Grade 3,253-726-4610,14.0,0.0,1.0,97.0,,,,,,,,,,,,
S06860,Eric Glover,2010-12-20,Grade 1,2124720624,14.0,0.0,1.0,59.0,,,,,,,,,,,,
S06861,Anthony Castillo,2007-04-21,Grade 4,352.683.5937x327,18.0,0.0,0.0,70.0,,,,,,,,,,,,
S06862,Ian Figueroa,2016-10-01,Grade 3,001-486-529-4655,9.0,0.0,0.0,42.0,,,,,,,,,,,,
S06863,Katie Moore,2012-09-27,Grade 2,206-589-4446,13.0,0.0,1.0,70.0,,,,,,,,,,,,
S06864,Mario Wang,2011-02-05,Grade 3,+1-482-888-5015x668,14.0,1.0,0.0,89.0,,,,,,,,,,,,
S06865,Nathan Ross MD,,Grade 2,(421)781-4207,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06866,Kristen Haley,2016-08-05,Grade 1,unknown,9.0,0.0,1.0,70.0,,,,,,,,,,,,
S06867,Kevin Thompson,2012-09-03,Grade 3,+1-539-824-0821x80220,13.0,1.0,1.0,70.0,,,,,,,,,,,,
S06868,Daniel Thomas,2019-02-13,Grade 4,(979)582-8976x221,6.0,0.0,1.0,76.0,,,,,,,,,,,,
S06869,Christina Ibarra,2010-09-15,Grade 5,(277)728-5629,15.0,0.0,1.0,53.0,,,,,,,,,,,,
S06870,Marcus Baker,2011-11-21,Grade 1,794.513.8693x6741,14.0,1.0,0.0,71.0,,,,,,,,,,,,
S06871,erin clark,,Grade 2,unknown,13.0,0.0,0.0,73.0,,,,,,,,,,,,
S06872,Amanda Graham,2010-05-01,Grade 2,(700)390-3602x77832,15.0,0.0,0.0,80.0,,,,,,,,,,,,
S06873,Barry Mata,2007-03-27,Grade 1,353.727.4169x49116,18.0,0.0,1.0,41.0,,,,,,,,,,,,
S06874,Valerie Ponce,2007-11-02,Grade 2,700.597.9198x8168,18.0,1.0,1.0,56.0,,,,,,,,,,,,
S06875,Barbara Kirby,2014-01-19,Grade 5,2374998242,11.0,0.0,1.0,78.0,,,,,,,,,,,,
S06876,Stephen Wells,2016-05-13,Grade 2,610.771.2510x007,9.0,0.0,1.0,84.0,,,,,,,,,,,,
S06877,Jon Guzman,2013-04-21,Grade 3,(723)355-0452x76961,12.0,0.0,1.0,95.0,,,,,,,,,,,,
S06878,Joel Campbell,2010-06-10,Grade 3,001-930-299-6843x752,15.0,0.0,0.0,98.0,,,,,,,,,,,,
S06879,Brad Smith,2010-05-18,Grade 4,947.426.2769,15.0,0.0,0.0,61.0,,,,,,,,,,,,
S06880,Catherine Dixon,2007-10-26,Grade 4,001-740-409-6357,18.0,1.0,1.0,70.0,,,,,,,,,,,,
S06881,Joseph Lawson,2008-07-06,Grade 2,+1-558-282-4539,17.0,0.0,0.0,95.0,,,,,,,,,,,,
S06882,Deborah Shaw,2014-06-29,Grade 1,(300)519-4756x541,11.0,1.0,1.0,91.0,,,,,,,,,,,,
S06883,Daniel Cross,2006-11-05,Grade 5,786.902.6296x73250,19.0,0.0,0.0,46.0,,,,,,,,,,,,
S06884,Jose Blake,2006-10-15,Grade 3,+1-903-870-4848x555,19.0,0.0,0.0,41.0,,,,,,,,,,,,
S06885,Lisa Gibson,2014-02-04,Grade 2,744.653.0801,11.0,0.0,0.0,70.0,,,,,,,,,,,,
S06886,Raymond Martinez,2013-11-20,Grade 5,700.826.0937x3433,12.0,1.0,0.0,79.0,,,,,,,,,,,,
S06887,Leonard Logan,2017-05-14,Grade 1,554.232.1250,8.0,0.0,1.0,66.0,,,,,,,,,,,,
S06888,Amanda Bryant,2006-11-18,Grade 5,(319)946-4213x9906,19.0,0.0,1.0,63.0,,,,,,,,,,,,
S06889,Angie Rodriguez,2006-11-25,Grade 4,2575013247,18.0,0.0,1.0,62.0,,,,,,,,,,,,
S06890,Christopher Mcdonald,2015-11-28,Grade 3,634-779-2891x8965,9.0,0.0,0.0,69.0,,,,,,,,,,,,
S06891,Sara Guerrero,2019-02-05,Grade 3,unknown,6.0,0.0,0.0,47.0,,,,,,,,,,,,
S06892,Brandon Huang,2007-08-11,Grade 2,001-449-599-7936x9259,18.0,1.0,0.0,83.0,,,,,,,,,,,,
S06893,Julia Woodard,2014-05-21,Grade 4,(605)258-1279x43566,11.0,0.0,1.0,78.0,,,,,,,,,,,,
S06894,Mary Sherman,2010-02-21,Grade 4,523.425.9952,15.0,0.0,0.0,69.0,,,,,,,,,,,,
S06895,Jordan Duncan,2007-09-24,Grade 5,369.412.4092x96608,18.0,0.0,0.0,88.0,,,,,,,,,,,,
S06896,Carlos Nguyen,2006-04-19,Grade 3,738.232.3529x5828,19.0,0.0,1.0,44.0,,,,,,,,,,,,
S06897,Scott Garza,2015-09-27,Grade 2,670-676-0175,10.0,1.0,1.0,58.0,,,,,,,,,,,,
S06898,Louis Calderon,2016-02-01,Grade 5,534.647.4360x311,9.0,1.0,0.0,90.0,,,,,,,,,,,,
S06899,Christopher Melendez,2018-06-26,Grade 5,6199009271,7.0,0.0,1.0,80.0,,,,,,,,,,,,
S06900,Angie Mcknight,2007-11-25,Grade 2,+1-564-426-6533,17.0,0.0,0.0,70.0,,,,,,,,,,,,
S06901,Kenneth Buchanan,2011-04-13,Grade 2,8429327595,14.0,0.0,1.0,40.0,,,,,,,,,,,,
S06902,Christian Clay,2006-06-16,Grade 5,5965359631,19.0,0.0,1.0,49.0,,,,,,,,,,,,
S06903,Jacob Lee,2019-01-29,Grade 5,(585)276-7750x683,6.0,0.0,1.0,60.0,,,,,,,,,,,,
S06904,Mark Lane,2016-07-06,Grade 1,001-563-324-8721,9.0,0.0,0.0,70.0,,,,,,,,,,,,
S06905,Jodi Avila,2007-10-07,Grade 3,(788)422-2061x616,18.0,1.0,1.0,42.0,,,,,,,,,,,,
S06906,Gail Mcclure,2006-09-21,Grade 4,7988597701,19.0,0.0,1.0,43.0,,,,,,,,,,,,
S06907,Angela Pruitt,2014-01-25,Grade 5,212-958-3303x37815,11.0,0.0,1.0,52.0,,,,,,,,,,,,
S06908,John Rodriguez,2008-03-27,Grade 3,001-637-263-0337x7098,17.0,1.0,0.0,48.0,,,,,,,,,,,,
S06909,Joseph Murphy,2008-07-26,Grade 4,001-888-255-2785x4646,17.0,0.0,0.0,62.0,,,,,,,,,,,,
S06910,Scott Bishop,2018-08-17,Grade 2,(755)335-4514,7.0,0.0,0.0,62.0,,,,,,,,,,,,
S06911,Aaron Cherry,,Grade 1,704-973-4419x5908,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06912,Karen Hale,2012-06-27,Grade 4,+1-548-897-7436,13.0,1.0,1.0,70.0,,,,,,,,,,,,
S06913,Belinda Pearson,2009-10-09,Grade 2,+1-953-881-6182x3135,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S06914,Rachel Brooks,2013-12-02,Grade 1,+1-440-935-9908x37028,11.0,0.0,0.0,42.0,,,,,,,,,,,,
S06915,erin jimenez,2012-08-14,Grade 5,731.608.9732,13.0,0.0,0.0,79.0,,,,,,,,,,,,
S06916,Elizabeth Simon,2014-07-04,Grade 5,319.307.8975x640,11.0,0.0,1.0,99.0,,,,,,,,,,,,
S06917,William Vazquez,,Grade 4,8025476775,13.0,0.0,0.0,90.0,,,,,,,,,,,,
S06918,Ashley Ochoa,2013-11-08,Grade 5,220.732.0382x91523,12.0,0.0,1.0,83.0,,,,,,,,,,,,
S06919,Haley Howell,2016-11-09,Grade 5,715.891.2751x697,9.0,1.0,0.0,49.0,,,,,,,,,,,,
S06920,Amanda Colon,,Grade 3,+1-633-564-5913x676,13.0,0.0,1.0,74.0,,,,,,,,,,,,
S06921,Donald Medina,2011-03-30,Grade 4,494.836.6448x73998,14.0,0.0,1.0,73.0,,,,,,,,,,,,
S06922,Alicia Underwood,2010-12-08,Grade 5,347-706-2599x6730,14.0,1.0,0.0,70.0,,,,,,,,,,,,
S06923,James Miller,2015-05-23,Grade 1,620-278-7937x107,10.0,0.0,0.0,70.0,,,,,,,,,,,,
S06924,Heidi Rogers,2018-03-23,Grade 1,(342)748-0406x14901,7.0,0.0,1.0,82.0,,,,,,,,,,,,
S06925,Hannah Huber,2013-02-26,Grade 3,(572)767-0140,12.0,0.0,0.0,84.0,,,,,,,,,,,,
S06926,Brandi Williams,2018-11-19,Grade 2,(916)737-1487x70221,7.0,0.0,0.0,98.0,,,,,,,,,,,,
S06927,Douglas Delgado,2014-12-21,Grade 4,(754)711-8407x803,10.0,0.0,0.0,65.0,,,,,,,,,,,,
S06928,Jason Grimes,2019-01-14,Grade 4,979-287-1359x78172,6.0,0.0,0.0,95.0,,,,,,,,,,,,
S06929,Bruce Taylor,2017-06-21,Grade 3,217-347-9839x97806,8.0,0.0,0.0,94.0,,,,,,,,,,,,
S06930,Kari Thompson,2009-06-17,Grade 3,+1-245-556-2597x2831,16.0,0.0,0.0,70.0,,,,,,,,,,,,
S06931,Justin Garner,2014-09-12,Grade 3,305-762-5659,11.0,0.0,1.0,91.0,,,,,,,,,,,,
S06932,Andrew Cunningham MD,,Grade 2,781.692.7509x262,13.0,0.0,0.0,42.0,,,,,,,,,,,,
S06933,Robert Dunn,2014-07-06,Grade 2,+1-456-871-1686,11.0,1.0,1.0,88.0,,,,,,,,,,,,
S06934,Jennifer Holden,2017-04-02,Grade 1,(282)277-0590x849,8.0,0.0,1.0,41.0,,,,,,,,,,,,
S06935,Dr. Michael Hernandez,2007-10-06,Grade 2,unknown,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S06936,Carl Banks,2015-06-26,Grade 2,588-820-1254x67175,10.0,0.0,1.0,40.0,,,,,,,,,,,,
S06937,Ryan Shields,2016-12-29,Grade 4,+1-688-768-3010,8.0,0.0,1.0,70.0,,,,,,,,,,,,
S06938,Angel Boyer,2007-01-28,Grade 2,9163634016,18.0,0.0,0.0,81.0,,,,,,,,,,,,
S06939,Whitney Harvey,2014-07-15,Grade 1,+1-646-389-6628x93414,11.0,1.0,1.0,53.0,,,,,,,,,,,,
S06940,Christian Garza,2016-01-27,Grade 5,590.715.9426,9.0,0.0,0.0,80.0,,,,,,,,,,,,
S06941,Carmen Cortez,,Grade 1,485-622-7625,13.0,0.0,1.0,94.0,,,,,,,,,,,,
S06942,Brian Matthews,2007-06-13,Grade 4,001-299-697-4490x77554,18.0,1.0,0.0,74.0,,,,,,,,,,,,
S06943,Matthew Weaver,2017-04-30,Grade 2,001-540-678-5113x6244,8.0,1.0,1.0,69.0,,,,,,,,,,,,
S06944,Joshua Brown,2016-10-27,Grade 2,550.594.4724,9.0,0.0,1.0,59.0,,,,,,,,,,,,
S06945,Stacey Gomez,2013-04-03,Grade 3,859.653.5952x5527,12.0,1.0,1.0,70.0,,,,,,,,,,,,
S06946,howard dalton,2016-08-14,Grade 4,654-839-0468,9.0,1.0,1.0,44.0,,,,,,,,,,,,
S06947,edward fleming,2008-10-02,Grade 1,(317)543-2893,17.0,0.0,0.0,80.0,,,,,,,,,,,,
S06948,Gregory Hoffman,2012-07-26,Grade 5,307.623.3715x739,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06949,Bianca Riley,2011-11-25,Grade 3,537.693.5229x188,13.0,1.0,0.0,44.0,,,,,,,,,,,,
S06950,timothy williams,2008-10-11,Grade 3,482.960.8297x872,17.0,1.0,0.0,92.0,,,,,,,,,,,,
S06951,Hunter Miller,2017-04-12,Grade 1,unknown,8.0,0.0,1.0,75.0,,,,,,,,,,,,
S06952,Mary James,2007-08-02,Grade 4,001-453-648-9912x26513,18.0,0.0,0.0,54.0,,,,,,,,,,,,
S06953,Autumn Graham,2014-12-31,Grade 2,292.640.0030x8080,10.0,0.0,0.0,42.0,,,,,,,,,,,,
S06954,Holly Green,2015-11-28,Grade 1,629-711-2781x246,9.0,0.0,1.0,79.0,,,,,,,,,,,,
S06955,Dr. Denise Wilson,2013-10-11,Grade 5,547-930-6769,12.0,0.0,0.0,70.0,,,,,,,,,,,,
S06956,allen smith,,Grade 2,9572192595,13.0,1.0,1.0,53.0,,,,,,,,,,,,
S06957,Michelle Keith,,Grade 4,(411)268-0662,13.0,0.0,0.0,90.0,,,,,,,,,,,,
S06958,David Perez,2008-11-19,Grade 1,001-811-268-2261,17.0,0.0,0.0,52.0,,,,,,,,,,,,
S06959,Nathaniel Rodriguez,2015-09-02,Grade 2,293.721.5798x18808,10.0,0.0,1.0,71.0,,,,,,,,,,,,
S06960,Andrea Kim,2012-07-24,Grade 3,(973)793-3195x850,13.0,0.0,1.0,53.0,,,,,,,,,,,,
S06961,patrick turner,,Grade 2,001-997-387-8252x33536,13.0,1.0,1.0,89.0,,,,,,,,,,,,
S06962,Gabriel Reed,2010-08-24,Grade 1,910.203.4689x60836,15.0,1.0,0.0,48.0,,,,,,,,,,,,
S06963,Jason Rodriguez,2012-05-21,Grade 3,unknown,13.0,1.0,0.0,86.0,,,,,,,,,,,,
S06964,jackson carpenter,2010-02-23,Grade 3,(715)321-2634,15.0,0.0,1.0,50.0,,,,,,,,,,,,
S06965,Heather Bailey,2010-03-01,Grade 4,524-271-1956,15.0,0.0,0.0,96.0,,,,,,,,,,,,
S06966,Sylvia Sweeney,2017-12-26,Grade 2,+1-584-733-0092x5671,7.0,0.0,0.0,78.0,,,,,,,,,,,,
S06967,Michele Hatfield,2014-09-24,Grade 2,(504)703-2721x80798,11.0,1.0,1.0,85.0,,,,,,,,,,,,
S06968,Darrell Morton,2009-10-26,Grade 1,300-653-6970x42286,16.0,0.0,0.0,95.0,,,,,,,,,,,,
S06969,Christina Ortiz,,Grade 1,+1-649-350-6576x32042,13.0,1.0,1.0,99.0,,,,,,,,,,,,
S06970,Robert Huff,2010-06-14,Grade 1,001-246-542-2801x65001,15.0,1.0,0.0,82.0,,,,,,,,,,,,
S06971,Wendy Alvarez,2012-12-04,Grade 1,485.935.1040x1043,12.0,0.0,1.0,70.0,,,,,,,,,,,,
S06972,Amy Morton,2014-10-31,Grade 1,403.723.1516x2356,11.0,1.0,1.0,70.0,,,,,,,,,,,,
S06973,Hannah Holland,2014-08-07,Grade 5,001-800-929-2167x926,11.0,0.0,1.0,70.0,,,,,,,,,,,,
S06974,Keith Smith,2009-03-21,Grade 4,(877)328-0065x185,16.0,0.0,0.0,47.0,,,,,,,,,,,,
S06975,Ryan Johnson,2017-11-07,Grade 1,(314)659-1017x8552,8.0,0.0,0.0,86.0,,,,,,,,,,,,
S06976,Ryan Mejia,2008-06-22,Grade 5,570-725-6644,17.0,0.0,0.0,70.0,,,,,,,,,,,,
S06977,Joshua Delgado,2009-05-29,Grade 4,001-269-653-1039x1701,16.0,1.0,1.0,62.0,,,,,,,,,,,,
S06978,Gary Guzman,2017-01-04,Grade 3,8282058744,8.0,1.0,1.0,75.0,,,,,,,,,,,,
S06979,Stacey Hughes,,Grade 3,6993902352,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06980,Jim Holt,2013-02-06,Grade 4,(448)831-2487,12.0,0.0,0.0,81.0,,,,,,,,,,,,
S06981,Stacey Gonzales,2011-06-04,Grade 4,586-878-2332x5554,14.0,0.0,1.0,69.0,,,,,,,,,,,,
S06982,Lisa Thomas,2013-10-31,Grade 4,(948)394-0176,12.0,0.0,0.0,78.0,,,,,,,,,,,,
S06983,Rebecca Reeves,2012-04-21,Grade 5,240.476.3984x40264,13.0,1.0,1.0,52.0,,,,,,,,,,,,
S06984,Maxwell Lawson,2007-05-02,Grade 4,6508923268,18.0,0.0,1.0,64.0,,,,,,,,,,,,
S06985,Richard Aguirre,2014-03-23,Grade 3,+1-311-979-5535x70578,11.0,0.0,1.0,95.0,,,,,,,,,,,,
S06986,Kenneth Snyder,2012-06-29,Grade 1,311-537-3403,13.0,0.0,0.0,40.0,,,,,,,,,,,,
S06987,Tiffany Chang,2013-01-29,Grade 2,unknown,12.0,1.0,0.0,50.0,,,,,,,,,,,,
S06988,Andrew Evans,2008-01-01,Grade 2,(207)927-2328x3994,17.0,0.0,1.0,70.0,,,,,,,,,,,,
S06989,Alexandra Lee,2009-10-08,Grade 3,(610)826-4260x2243,16.0,0.0,0.0,44.0,,,,,,,,,,,,
S06990,Jeremy Arias,2014-09-12,Grade 5,unknown,11.0,0.0,0.0,82.0,,,,,,,,,,,,
S06991,Traci Coleman,2018-04-21,Grade 4,969-592-2638,7.0,0.0,0.0,77.0,,,,,,,,,,,,
S06992,Edward Harris,,Grade 1,(416)618-0619x7323,13.0,0.0,0.0,70.0,,,,,,,,,,,,
S06993,Melissa Meyer,2011-03-22,Grade 5,501-530-5331x089,14.0,0.0,1.0,89.0,,,,,,,,,,,,
S06994,Paul Obrien,,Grade 3,+1-459-676-9643x171,13.0,0.0,1.0,85.0,,,,,,,,,,,,
S06995,Bonnie Mills,,Grade 3,(607)565-5933,13.0,0.0,1.0,42.0,,,,,,,,,,,,
S06996,Michael Smith DVM,2014-06-26,Grade 2,3985592506,11.0,0.0,0.0,75.0,,,,,,,,,,,,
S06997,Megan Stewart,2015-09-16,Grade 4,683.722.4109,10.0,0.0,1.0,81.0,,,,,,,,,,,,
S06998,Steven Brown,2013-09-23,Grade 2,+1-534-387-7067,12.0,1.0,0.0,64.0,,,,,,,,,,,,
S06999,Cynthia Walls,,Grade 1,5608669708,13.0,0.0,0.0,59.0,,,,,,,,,,,,
S07000,daniel jacobs,2013-12-08,Grade 3,+1-995-881-1622x218,11.0,1.0,1.0,69.0,,,,,,,,,,,,
S07001,Eric Taylor,2016-06-17,Grade 4,236.954.3570x476,9.0,0.0,0.0,42.0,,,,,,,,,,,,
S07002,Elizabeth Stark,2018-10-21,Grade 2,(549)862-9316x468,7.0,0.0,0.0,78.0,,,,,,,,,,,,
S07003,James Terry,2016-10-18,Grade 3,(232)734-1767x8586,9.0,1.0,1.0,62.0,,,,,,,,,,,,
S07004,Jennifer Nixon,2011-10-30,Grade 5,856.246.9362x23120,14.0,0.0,1.0,53.0,,,,,,,,,,,,
S07005,Paul Woods,2010-05-10,Grade 2,+1-924-705-3919,15.0,1.0,1.0,70.0,,,,,,,,,,,,
S07006,Stephanie Wright,2009-02-19,Grade 3,+1-550-985-4048x30781,16.0,0.0,1.0,41.0,,,,,,,,,,,,
S07007,Francis Morrison,2009-01-18,Grade 4,430-344-6561x59269,16.0,1.0,0.0,85.0,,,,,,,,,,,,
S07008,Lori Nolan,2013-04-19,Grade 5,+1-818-260-8801x11350,12.0,0.0,0.0,53.0,,,,,,,,,,,,
S07009,Daniel Green,2018-01-03,Grade 5,7569829893,7.0,1.0,1.0,80.0,,,,,,,,,,,,
S07010,hayley clark,2011-03-29,Grade 4,+1-640-599-5522x464,14.0,1.0,1.0,70.0,,,,,,,,,,,,
S07011,Robert Graves,2006-11-09,Grade 5,unknown,19.0,0.0,0.0,70.0,,,,,,,,,,,,
S07012,Tiffany Martin,2015-03-27,Grade 5,938-461-0346x6105,10.0,0.0,0.0,41.0,,,,,,,,,,,,
S07013,Angela Jenkins,2010-07-07,Grade 2,627.789.9688x6969,15.0,0.0,1.0,49.0,,,,,,,,,,,,
S07014,Kenneth Brown,2011-02-12,Grade 3,590-204-5648x16389,14.0,0.0,1.0,82.0,,,,,,,,,,,,
S07015,Melissa Scott,2010-08-20,Grade 3,630.213.3708x811,15.0,0.0,1.0,70.0,,,,,,,,,,,,
S07016,Rebekah Butler,2011-12-29,Grade 3,529-873-5992x21960,13.0,1.0,0.0,42.0,,,,,,,,,,,,
S07017,Diana Pruitt,2017-11-23,Grade 5,+1-533-590-2960x98999,7.0,0.0,1.0,95.0,,,,,,,,,,,,
S07018,Yvonne Stone,2013-05-21,Grade 3,(360)991-3226,12.0,0.0,0.0,48.0,,,,,,,,,,,,
S07019,Madison Cannon,2015-07-04,Grade 3,(873)344-8783,10.0,1.0,1.0,98.0,,,,,,,,,,,,
S07020,Robert Harris,2017-10-02,Grade 3,288.434.8603,8.0,0.0,0.0,93.0,,,,,,,,,,,,
S07021,Jared Sanchez,2013-10-29,Grade 1,001-889-780-4317x27399,12.0,0.0,1.0,97.0,,,,,,,,,,,,
S07022,Amanda Huff,2007-01-11,Grade 3,+1-763-573-2617,18.0,0.0,1.0,70.0,,,,,,,,,,,,
S07023,Earl Rose,2007-12-15,Grade 4,(679)904-8608x56332,17.0,1.0,0.0,73.0,,,,,,,,,,,,
S07024,Andrea Davies,2012-01-16,Grade 1,001-375-875-4654,13.0,1.0,1.0,98.0,,,,,,,,,,,,
S07025,Taylor Wilson,2006-08-02,Grade 1,358.669.7476x4489,19.0,1.0,1.0,74.0,,,,,,,,,,,,
S07026,Bradley Scott,2008-09-15,Grade 5,5312611899,17.0,0.0,0.0,62.0,,,,,,,,,,,,
S07027,Brent Hawkins,2016-04-29,Grade 2,305-937-7843,9.0,0.0,0.0,71.0,,,,,,,,,,,,
S07028,Danielle Reyes,2012-12-29,Grade 5,751.513.2836x0326,12.0,0.0,0.0,68.0,,,,,,,,,,,,
S07029,Jennifer Thornton,2017-05-11,Grade 2,001-294-586-6417,8.0,0.0,0.0,48.0,,,,,,,,,,,,
S07030,James Marshall,2011-08-21,Grade 4,(295)320-8041x1507,14.0,0.0,1.0,95.0,,,,,,,,,,,,
S07031,David Patel,2009-09-01,Grade 5,606.763.1700,16.0,0.0,1.0,70.0,,,,,,,,,,,,
S07032,Kevin Gordon,2017-07-10,Grade 3,+1-205-849-0389,8.0,0.0,0.0,70.0,,,,,,,,,,,,
S07033,Kelly Martin,2009-01-03,Grade 2,001-437-618-3423x29261,16.0,0.0,1.0,70.0,,,,,,,,,,,,
S07034,Kathleen Smith,,Grade 5,+1-480-691-3980x58188,13.0,0.0,1.0,53.0,,,,,,,,,,,,
S07035,Brandy Lee,2015-04-22,Grade 5,001-714-681-7077,10.0,0.0,1.0,81.0,,,,,,,,,,,,
S07036,Brianna Gonzalez,2012-11-27,Grade 4,(912)455-6085x998,12.0,0.0,1.0,60.0,,,,,,,,,,,,
S07037,Jason Hooper MD,2015-06-28,Grade 1,(352)497-8800x4809,10.0,0.0,1.0,70.0,,,,,,,,,,,,
S07038,Austin Lawrence,2011-01-30,Grade 3,001-940-399-7028x62909,14.0,0.0,1.0,83.0,,,,,,,,,,,,
S07039,Patrick Preston,2012-10-17,Grade 5,971-492-6624,13.0,0.0,1.0,100.0,,,,,,,,,,,,
S07040,Wayne Holland,2018-06-28,Grade 5,+1-695-881-6369x31562,7.0,0.0,1.0,75.0,,,,,,,,,,,,
S07041,jennifer jennings,,Grade 2,(405)654-3430x65766,13.0,0.0,0.0,100.0,,,,,,,,,,,,
S07042,Pamela Skinner,2006-11-30,Grade 4,666.313.7994x98173,18.0,0.0,0.0,78.0,,,,,,,,,,,,
S07043,Holly Collins,2013-05-17,Grade 4,595-298-2218x1469,12.0,0.0,0.0,70.0,,,,,,,,,,,,
S07044,Nicholas Wright,2009-11-20,Grade 4,001-529-531-2398,16.0,0.0,1.0,99.0,,,,,,,,,,,,
S07045,David Payne,2015-09-04,Grade 2,(751)303-9027,10.0,0.0,1.0,57.0,,,,,,,,,,,,
S07046,William Rodriguez,2007-10-04,Grade 3,351-958-2942,18.0,0.0,0.0,92.0,,,,,,,,,,,,
S07047,beth rowe,2009-11-02,Grade 2,unknown,16.0,1.0,0.0,76.0,,,,,,,,,,,,
S07048,Kathryn Jenkins,2016-07-31,Grade 4,+1-637-802-7673x62762,9.0,0.0,1.0,92.0,,,,,,,,,,,,
S07049,Megan Gomez,2010-07-28,Grade 5,001-394-623-6713x40906,15.0,0.0,0.0,83.0,,,,,,,,,,,,
S07050,Deborah Freeman,2014-03-19,Grade 1,+1-514-476-4984x197,11.0,0.0,1.0,42.0,,,,,,,,,,,,
S07051,Jose Williams,2016-07-11,Grade 2,001-281-618-2612x793,9.0,0.0,0.0,97.0,,,,,,,,,,,,
S07052,Joyce Howard,2006-08-13,Grade 3,+1-229-371-0330,19.0,1.0,1.0,70.0,,,,,,,,,,,,
S07053,bradley brown,2009-12-09,Grade 3,580-916-5892x65332,15.0,0.0,1.0,80.0,,,,,,,,,,,,
S07054,Briana Watkins,2013-12-25,Grade 3,+1-979-936-6377x569,11.0,0.0,0.0,53.0,,,,,,,,,,,,
S07055,Susan Perez,2017-07-03,Grade 2,397-569-1184,8.0,0.0,1.0,84.0,,,,,,,,,,,,
S07056,david madden,2007-09-14,Grade 4,2707496830,18.0,0.0,0.0,66.0,,,,,,,,,,,,
